id_hecho;provincia_id;provincia_nombre;localidad_id;localidad_nombre;anio;mes;fecha_hecho;hora_hecho;tipo_lugar;tipo_lugar_otro;tipo_lugar_ampliado;motivo_origen_registro;motivo_origen_registro_otro;victima_sexo;victima_identidad_genero;victima_identidad_genero_otro;victima_tr_edad;victima_18_anios_o_mas;inculpado_sexo;inculpado_identidad_genero;inculpado_identidad_genero_otro;inculpado_tr_edad;inculpado_18_anios_o_mas
14912;6;Buenos Aires;10;Berazategui;2017;11;2017-11-12;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14913;6;Buenos Aires;10;Avellaneda;2017;11;2017-11-12;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14913;6;Buenos Aires;10;Avellaneda;2017;11;2017-11-12;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
14914;6;Buenos Aires;10;La Matanza;2017;11;2017-11-11;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
14914;6;Buenos Aires;10;La Matanza;2017;11;2017-11-11;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14915;6;Buenos Aires;10;Quilmes;2017;11;2017-11-14;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;45-49;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14915;6;Buenos Aires;10;Quilmes;2017;11;2017-11-14;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14916;6;Buenos Aires;10;Lomas de Zamora;2017;11;2017-11-15;11:11:11;Otro lugar;No especificado;Río/canal/arroyo/mar/dique;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14916;6;Buenos Aires;10;Lomas de Zamora;2017;11;2017-11-15;11:11:11;Otro lugar;No especificado;Río/canal/arroyo/mar/dique;Denuncia particular;No especificado;Femenino;Mujer;No especificado;20-24;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14917;6;Buenos Aires;10;La Matanza;2017;11;2017-11-15;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14917;6;Buenos Aires;10;La Matanza;2017;11;2017-11-15;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
14918;6;Buenos Aires;10;Escobar;2017;11;2017-11-16;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
14918;6;Buenos Aires;10;Escobar;2017;11;2017-11-16;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;80-84;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14919;6;Buenos Aires;40;Santa Teresita - Mar del Tuyú;2017;11;2017-11-16;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14919;6;Buenos Aires;40;Santa Teresita - Mar del Tuyú;2017;11;2017-11-16;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;55-59;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14920;6;Buenos Aires;10;José C. Paz;2017;11;2017-11-16;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14920;6;Buenos Aires;10;José C. Paz;2017;11;2017-11-16;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14921;6;Buenos Aires;10;Almirante Brown;2017;11;2017-11-17;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14921;6;Buenos Aires;10;Almirante Brown;2017;11;2017-11-17;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
14922;6;Buenos Aires;10;Tigre;2017;11;2017-11-17;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14922;6;Buenos Aires;10;Tigre;2017;11;2017-11-17;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14923;6;Buenos Aires;10;Lomas de Zamora;2017;11;2017-11-17;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;60-64;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14923;6;Buenos Aires;10;Lomas de Zamora;2017;11;2017-11-17;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
14924;6;Buenos Aires;10;Berazategui;2017;11;2017-11-19;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14924;6;Buenos Aires;10;Berazategui;2017;11;2017-11-19;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14925;6;Buenos Aires;10;Tres de Febrero;2017;11;2017-11-19;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;60-64;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14925;6;Buenos Aires;10;Tres de Febrero;2017;11;2017-11-19;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14926;6;Buenos Aires;10;Tres de Febrero;2017;11;2017-11-20;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14926;6;Buenos Aires;10;Tres de Febrero;2017;11;2017-11-20;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14927;6;Buenos Aires;10;Berazategui;2017;11;2017-11-20;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14927;6;Buenos Aires;10;Berazategui;2017;11;2017-11-20;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14928;6;Buenos Aires;10;Malvinas Argentinas;2017;11;2017-11-20;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14928;6;Buenos Aires;10;Malvinas Argentinas;2017;11;2017-11-20;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14929;6;Buenos Aires;10;La Matanza;2017;11;2017-11-21;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
14929;6;Buenos Aires;10;La Matanza;2017;11;2017-11-21;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14930;6;Buenos Aires;10;Almirante Brown;2017;11;2017-11-21;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14930;6;Buenos Aires;10;Almirante Brown;2017;11;2017-11-21;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;45-49;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14931;6;Buenos Aires;10;Tres de Febrero;2017;11;2017-11-22;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14931;6;Buenos Aires;10;Tres de Febrero;2017;11;2017-11-22;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14932;6;Buenos Aires;10;La Matanza;2017;11;2017-11-22;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14932;6;Buenos Aires;10;La Matanza;2017;11;2017-11-22;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;15-19;No;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14933;6;Buenos Aires;10;Lanús;2017;11;2017-11-22;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;50-54;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14933;6;Buenos Aires;10;Lanús;2017;11;2017-11-22;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14934;6;Buenos Aires;10;La Matanza;2017;11;2017-11-22;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;55-59;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14934;6;Buenos Aires;10;La Matanza;2017;11;2017-11-22;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14935;6;Buenos Aires;10;San Fernando;2017;11;2017-11-23;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;45-49;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14935;6;Buenos Aires;10;San Fernando;2017;11;2017-11-23;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14936;6;Buenos Aires;10;La Matanza;2017;11;2017-11-23;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
14936;6;Buenos Aires;10;La Matanza;2017;11;2017-11-23;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14936;6;Buenos Aires;10;La Matanza;2017;11;2017-11-23;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14937;6;Buenos Aires;40;Necochea - Quequén;2017;11;2017-11-24;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14937;6;Buenos Aires;40;Necochea - Quequén;2017;11;2017-11-24;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14938;6;Buenos Aires;10;Hurlingham;2017;11;2017-11-25;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14938;6;Buenos Aires;10;Hurlingham;2017;11;2017-11-25;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14939;6;Buenos Aires;50;Zárate;2017;11;2017-11-25;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14939;6;Buenos Aires;50;Zárate;2017;11;2017-11-25;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;70-74;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14940;6;Buenos Aires;10;Florencio Varela;2017;11;2017-11-25;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Femenino;Mujer;No especificado;Sin determinar;Sin determinar
14940;6;Buenos Aires;10;Florencio Varela;2017;11;2017-11-25;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;4 o menos;No;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14941;6;Buenos Aires;10;José C. Paz;2017;11;2017-11-25;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14941;6;Buenos Aires;10;José C. Paz;2017;11;2017-11-25;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;20-24;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14942;6;Buenos Aires;10;Almirante Brown;2017;11;2017-11-26;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14942;6;Buenos Aires;10;Almirante Brown;2017;11;2017-11-26;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14943;6;Buenos Aires;10;La Matanza;2017;11;2017-11-26;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14943;6;Buenos Aires;10;La Matanza;2017;11;2017-11-26;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
14944;6;Buenos Aires;10;Morón;2017;11;2017-11-27;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14944;6;Buenos Aires;10;Morón;2017;11;2017-11-27;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14945;6;Buenos Aires;10;Esteban Echeverría;2017;11;2017-11-27;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14945;6;Buenos Aires;10;Esteban Echeverría;2017;11;2017-11-27;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14946;6;Buenos Aires;10;Moreno;2017;11;2017-11-27;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14946;6;Buenos Aires;10;Moreno;2017;11;2017-11-27;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;50-54;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14947;6;Buenos Aires;10;San Miguel;2017;11;2017-11-29;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14947;6;Buenos Aires;10;San Miguel;2017;11;2017-11-29;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Femenino;Mujer;No especificado;60-64;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14947;6;Buenos Aires;10;San Miguel;2017;11;2017-11-29;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;60-64;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14947;6;Buenos Aires;10;San Miguel;2017;11;2017-11-29;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14948;6;Buenos Aires;10;Esteban Echeverría;2017;11;2017-11-30;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
14948;6;Buenos Aires;10;Esteban Echeverría;2017;11;2017-11-30;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Femenino;Mujer;No especificado;40-44;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14949;6;Buenos Aires;10;General San Martín;2017;11;2017-11-30;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14949;6;Buenos Aires;10;General San Martín;2017;11;2017-11-30;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14950;6;Buenos Aires;10;La Matanza;2017;11;2017-11-30;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14950;6;Buenos Aires;10;La Matanza;2017;11;2017-11-30;11:11:11;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;30-34;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14951;6;Buenos Aires;10;Esteban Echeverría;2017;11;2017-11-24;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14951;6;Buenos Aires;10;Esteban Echeverría;2017;11;2017-11-24;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
14952;6;Buenos Aires;10;Esteban Echeverría;2017;11;2017-11-24;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14952;6;Buenos Aires;10;Esteban Echeverría;2017;11;2017-11-24;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14953;6;Buenos Aires;10;Moreno;2017;11;2017-11-24;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14953;6;Buenos Aires;10;Moreno;2017;11;2017-11-24;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14954;6;Buenos Aires;10;Lomas de Zamora;2017;11;2017-11-25;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14954;6;Buenos Aires;10;Lomas de Zamora;2017;11;2017-11-25;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14954;6;Buenos Aires;10;Lomas de Zamora;2017;11;2017-11-25;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14955;6;Buenos Aires;70;Olavarría;2017;11;2017-11-25;11:11:11;Interior de rodados;No especificado;Interior de rodados;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14955;6;Buenos Aires;70;Olavarría;2017;11;2017-11-25;11:11:11;Interior de rodados;No especificado;Interior de rodados;Denuncia particular;No especificado;Femenino;Mujer;No especificado;35-39;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14956;6;Buenos Aires;10;Avellaneda;2017;11;2017-11-26;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14956;6;Buenos Aires;10;Avellaneda;2017;11;2017-11-26;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14957;6;Buenos Aires;10;Avellaneda;2017;11;2017-11-28;11:11:11;Sin determinar;No especificado;Sin determinar;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14957;6;Buenos Aires;10;Avellaneda;2017;11;2017-11-28;11:11:11;Sin determinar;No especificado;Sin determinar;Intervención policial;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14958;6;Buenos Aires;10;Avellaneda;2017;11;2017-11-29;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
14958;6;Buenos Aires;10;Avellaneda;2017;11;2017-11-29;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14959;6;Buenos Aires;10;Lanús;2017;11;2017-11-29;11:11:11;Interior de rodados;No especificado;Interior de rodados;Intervención policial;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
14959;6;Buenos Aires;10;Lanús;2017;11;2017-11-29;11:11:11;Interior de rodados;No especificado;Interior de rodados;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
15017;6;Buenos Aires;10;Moreno;2017;12;2017-12-01;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
15017;6;Buenos Aires;10;Moreno;2017;12;2017-12-01;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Sin determinar;Sin determinar;No especificado;Sin determinar;Sin determinar
15018;6;Buenos Aires;10;La Matanza;2017;12;2017-12-02;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
15018;6;Buenos Aires;10;La Matanza;2017;12;2017-12-02;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
15019;6;Buenos Aires;110;Mar del Plata;2017;12;2017-12-02;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
15019;6;Buenos Aires;110;Mar del Plata;2017;12;2017-12-02;11:11:11;Sin determinar;No especificado;Sin determinar;Denuncia particular;No especificado;Masculino;Varón;No especificado;55-59;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
15020;6;Buenos Aires;10;Merlo;2017;12;2017-12-04;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar;Masculino;Varón;No especificado;Sin determinar;Sin determinar
15020;6;Buenos Aires;10;Merlo;2017;12;2017-12-04;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado;Sin determinar;Sin determinar
